filename,risk_sum
Brusko_10168_TCRB.tsv,-0.08299229702970327
Brusko_10169_TCRB.tsv,-0.09214121021963247
Brusko_10172_TCRB.tsv,-0.12550111883370013
Brusko_10176_TCRB.tsv,-0.11943151700087148
Brusko_10178_TCRB.tsv,-0.1233862475442039
Brusko_10180_TCRB.tsv,-0.12339253202966992
Brusko_10183_TCRB.tsv,-0.12368136479888378
Brusko_10226_TCRB.tsv,-0.13484210995164148
Brusko_10230_TCRB.tsv,-0.09721555588540892
Brusko_10232_TCRB.tsv,-0.08462890155600057
Brusko_10233_TCRB.tsv,-0.13786255287842564
Brusko_10234_TCRB.tsv,-0.08622083629471741
Brusko_10237_TCRB.tsv,-0.08879558162755856
Brusko_10241_TCRB.tsv,-0.0952674202992842
Brusko_10254_TCRB.tsv,-0.11897615164205405
Brusko_10258_TCRB.tsv,-0.12548146354587084
Brusko_10266_TCRB.tsv,-0.11281950095635605
Brusko_10269_TCRB.tsv,-0.12242779524023317
Brusko_10273_TCRB.tsv,-0.11765187368421047
Brusko_10276_TCRB.tsv,-0.11244497280713972
Brusko_10279_TCRB.tsv,-0.11885238933601577
Brusko_10282_TCRB.tsv,-0.0848400663281169
Brusko_10283_TCRB.tsv,-0.08267643583402029
Brusko_10286_TCRB.tsv,-0.11218061156658578
Brusko_10328_TCRB.tsv,-0.1403165126676603
Brusko_10336_TCRB.tsv,-0.12364917287014042
Brusko_10338_TCRB.tsv,-0.12519633185270113
Brusko_10342_TCRB.tsv,-0.09592730130220069
Brusko_10343_TCRB.tsv,-0.12053028379834727
Brusko_10346_TCRB.tsv,-0.11509460641399401
Brusko_10348_TCRB.tsv,-0.1305854620976113
Brusko_10362_TCRB.tsv,-0.12064096051720133
Brusko_10366_TCRB.tsv,-0.11986881332646433
Brusko_10371_TCRB.tsv,-0.10563959323322532
Brusko_10375_TCRB.tsv,-0.10474026067029499
Brusko_10382_TCRB.tsv,-0.0980115248874286
Brusko_10392_TCRB.tsv,-0.07289191176470565
Brusko_10395_TCRB.tsv,-0.10465189352360008
Brusko_10397_TCRB.tsv,-0.10159527151828573
Brusko_10399_TCRB.tsv,-0.12551572778828043
Brusko_10404_TCRB.tsv,-0.10051970524580035
Brusko_10467_TCRB.tsv,-0.09280586073106005
Brusko_10469_TCRB.tsv,-0.1310544700360228
Brusko_10470_TCRB.tsv,-0.1150635874557146
Brusko_10474_TCRB.tsv,-0.11583228467293295
Brusko_10479_TCRB.tsv,-0.12308105308588735
Brusko_10480_TCRB.tsv,-0.112731918771153
Brusko_10482_TCRB.tsv,-0.11460211755646847
Brusko_10487_TCRB.tsv,-0.08358497150168663
Brusko_10489_TCRB.tsv,-0.12712402586056287
Brusko_10492_TCRB.tsv,-0.1310813050233041
Brusko_10497_TCRB.tsv,-0.1315833424209388
Brusko_10501_TCRB.tsv,-0.12217681409151826
Brusko_10503_TCRB.tsv,-0.1048642404136991
Brusko_10510_TCRB.tsv,-0.0827054680587502
Brusko_10574_TCRB.tsv,-0.11921382949932398
Brusko_10580_TCRB.tsv,-0.10433161956645101
Brusko_10623_TCRB.tsv,-0.11003711146838123
Brusko_10633_TCRB.tsv,-0.09267447056085643
Brusko_10643_TCRB.tsv,-0.09793920552676966
Brusko_10673_TCRB.tsv,-0.11033557805907167
Brusko_10678_TCRB.tsv,-0.07266384929978889
Brusko_10681_TCRB.tsv,-0.11560289800526961
Brusko_11203_TCRB.tsv,-0.10174314552919753
Brusko_11217_TCRB.tsv,-0.09557313543051221
Brusko_11223_TCRB.tsv,-0.09882091042584427
Brusko_11242_TCRB.tsv,-0.10157250309533669
Brusko_11246_TCRB.tsv,-0.1213634077423004
Brusko_11247_TCRB.tsv,-0.10311014971806325
Brusko_11267_TCRB.tsv,-0.10648741080530147
Brusko_11289_TCRB.tsv,-0.0977622510312317
Brusko_11293_TCRB.tsv,-0.09268846539618905
Brusko_11347_TCRB.tsv,-0.12701698113207566
Brusko_11377_TCRB.tsv,-0.11902639678358536
Brusko_11398_TCRB.tsv,-0.1335514490095376
Brusko_11411_TCRB.tsv,-0.09345161290322583
Brusko_11423_TCRB.tsv,-0.09067904733192611
Brusko_11435_TCRB.tsv,-0.09447512935089378
Brusko_11438_TCRB.tsv,-0.09976124221803982
Brusko_11474_TCRB.tsv,-0.11147811740890674
Brusko_11509_TCRB.tsv,-0.1040307809407823
Brusko_11521_TCRB.tsv,-0.08948206163369722
Brusko_11540_TCRB.tsv,-0.09056700212615164
Brusko_11541_TCRB.tsv,-0.10644141838019257
Brusko_11544_TCRB.tsv,-0.10959456625357508
Brusko_11564_TCRB.tsv,-0.10233070550507743
Brusko_11566_TCRB.tsv,-0.11593752193752217
Brusko_11567_TCRB.tsv,-0.09395880158281525
Brusko_11569_TCRB.tsv,-0.09865491344873521
Brusko_11571_TCRB.tsv,-0.10716226576721317
Brusko_11751_TCRB.tsv,-0.10337084261697417
Brusko_11815_TCRB.tsv,-0.0821230794565667
Brusko_11817_TCRB.tsv,-0.124027093965776
Brusko_11825_TCRB.tsv,-0.11210158044736138
Brusko_11849_TCRB.tsv,-0.11016383898868909
Brusko_11853_TCRB.tsv,-0.1016542692060771
Brusko_11895_TCRB.tsv,-0.12645222254086613
Brusko_11917_TCRB.tsv,-0.12386744267664972
Brusko_11936_TCRB.tsv,-0.10702696730843791
Brusko_11938_TCRB.tsv,-0.09255715660795108
Brusko_11945_TCRB.tsv,-0.1536704156479217
Brusko_11994_TCRB.tsv,-0.10583204513835234
Brusko_12064_TCRB.tsv,-0.1085124464988877
Brusko_12068_TCRB.tsv,-0.0951752847843775
Brusko_12080_TCRB.tsv,-0.09799530749052758
Brusko_12101_TCRB.tsv,-0.11633669193045011
Brusko_12117_TCRB.tsv,-0.09277669827250264
Brusko_12119_TCRB.tsv,-0.11020185436893214
Brusko_12126_TCRB.tsv,-0.09184391644908646
Brusko_12147_TCRB.tsv,-0.127966541270193
Brusko_12149_TCRB.tsv,-0.08159291362530399
Brusko_12151_TCRB.tsv,-0.09764456462362134
Brusko_12181_TCRB.tsv,-0.11602659768715784
Brusko_12217_TCRB.tsv,-0.09888767502917142
Brusko_12218_TCRB.tsv,-0.09878267231420841
Brusko_12222_TCRB.tsv,-0.13214441982507308
Brusko_12230_TCRB.tsv,-0.1165093722849703
Brusko_12231_TCRB.tsv,-0.11694530581693754
Brusko_12234_TCRB.tsv,-0.09906200307771228
Brusko_12236_TCRB.tsv,-0.1116740348923535
Brusko_12333_TCRB.tsv,-0.08996073117287519
Brusko_12377_TCRB.tsv,-0.11813497094558907
Brusko_12415_TCRB.tsv,-0.08968243808298552
Brusko_12417_TCRB.tsv,-0.08696831203173239
Brusko_12419_TCRB.tsv,-0.09731309595654773
Brusko_12422_TCRB.tsv,-0.11845896403998428
Brusko_12425_TCRB.tsv,-0.11245091252359947
Brusko_12426_TCRB.tsv,-0.08120662224750125
Brusko_12439_TCRB.tsv,-0.11450751187221175
Brusko_12443_TCRB.tsv,-0.10688955042527386
Brusko_12450_TCRB.tsv,-0.0884898863274196
Brusko_12463_TCRB.tsv,-0.09324603364188347
