filename,risk_sum
Brusko_10168_TCRB.tsv,-0.04405600343053173
Brusko_10169_TCRB.tsv,-0.048614672995781066
Brusko_10172_TCRB.tsv,-0.04824246691550707
Brusko_10176_TCRB.tsv,-0.0443553491159722
Brusko_10178_TCRB.tsv,-0.048197755491881406
Brusko_10180_TCRB.tsv,-0.049584799999999575
Brusko_10183_TCRB.tsv,-0.04402455606291225
Brusko_10226_TCRB.tsv,-0.056524343133077935
Brusko_10230_TCRB.tsv,-0.03750695769136718
Brusko_10232_TCRB.tsv,-0.05051865200937089
Brusko_10233_TCRB.tsv,-0.05335185185185192
Brusko_10234_TCRB.tsv,-0.04816272990015754
Brusko_10237_TCRB.tsv,-0.046681707171076336
Brusko_10241_TCRB.tsv,-0.03948131669923309
Brusko_10254_TCRB.tsv,-0.047632299741601825
Brusko_10258_TCRB.tsv,-0.05574170506912462
Brusko_10266_TCRB.tsv,-0.0529705263157899
Brusko_10269_TCRB.tsv,-0.04590122725349116
Brusko_10273_TCRB.tsv,-0.06076605683145256
Brusko_10276_TCRB.tsv,-0.04821692129926847
Brusko_10279_TCRB.tsv,-0.05349901421366317
Brusko_10282_TCRB.tsv,-0.04827969841853631
Brusko_10283_TCRB.tsv,-0.049319449703395336
Brusko_10286_TCRB.tsv,-0.045045280528052636
Brusko_10328_TCRB.tsv,-0.05629929676511933
Brusko_10336_TCRB.tsv,-0.04959793357933562
Brusko_10338_TCRB.tsv,-0.05067503182686193
Brusko_10342_TCRB.tsv,-0.05530416323650515
Brusko_10343_TCRB.tsv,-0.05239884210526347
Brusko_10346_TCRB.tsv,-0.04955282229965133
Brusko_10348_TCRB.tsv,-0.054272295514511903
Brusko_10362_TCRB.tsv,-0.05861575368341495
Brusko_10366_TCRB.tsv,-0.05008876640419948
Brusko_10371_TCRB.tsv,-0.0485566862361379
Brusko_10375_TCRB.tsv,-0.04569494790022087
Brusko_10382_TCRB.tsv,-0.05124905379228115
Brusko_10392_TCRB.tsv,-0.04548851989211044
Brusko_10395_TCRB.tsv,-0.04584421487603285
Brusko_10397_TCRB.tsv,-0.05587485298669142
Brusko_10399_TCRB.tsv,-0.04883200318175775
Brusko_10404_TCRB.tsv,-0.04487272250760041
Brusko_10467_TCRB.tsv,-0.03443975766755005
Brusko_10469_TCRB.tsv,-0.06139966419638713
Brusko_10470_TCRB.tsv,-0.05361798425196829
Brusko_10474_TCRB.tsv,-0.04603990309471701
Brusko_10479_TCRB.tsv,-0.049779649122806975
Brusko_10480_TCRB.tsv,-0.04660337402885656
Brusko_10482_TCRB.tsv,-0.05926374968201508
Brusko_10487_TCRB.tsv,-0.046895466210436144
Brusko_10489_TCRB.tsv,-0.05709336617983459
Brusko_10492_TCRB.tsv,-0.05296753120833846
Brusko_10497_TCRB.tsv,-0.056300994446597245
