filename,risk_sum
Brusko_10168_TCRB.tsv,-0.14181662771574455
Brusko_10169_TCRB.tsv,-0.14701640157185622
Brusko_10172_TCRB.tsv,-0.17720706408822148
Brusko_10176_TCRB.tsv,-0.1702467298642833
Brusko_10178_TCRB.tsv,-0.17607295563869635
Brusko_10180_TCRB.tsv,-0.16782962844073465
Brusko_10183_TCRB.tsv,-0.17805837434243965
Brusko_10226_TCRB.tsv,-0.18541135914428475
Brusko_10230_TCRB.tsv,-0.15799885396421154
Brusko_10232_TCRB.tsv,-0.1403409453000528
Brusko_10233_TCRB.tsv,-0.18258591351635792
Brusko_10234_TCRB.tsv,-0.14345968996923822
Brusko_10237_TCRB.tsv,-0.14501026494304312
Brusko_10241_TCRB.tsv,-0.1529341558038482
Brusko_10254_TCRB.tsv,-0.17710544012847598
Brusko_10258_TCRB.tsv,-0.17789328941951493
Brusko_10266_TCRB.tsv,-0.16410105227136534
Brusko_10269_TCRB.tsv,-0.175897740709459
Brusko_10273_TCRB.tsv,-0.1701656090614031
Brusko_10276_TCRB.tsv,-0.17023769413003362
Brusko_10279_TCRB.tsv,-0.16473887621563135
Brusko_10282_TCRB.tsv,-0.1431509446289541
Brusko_10283_TCRB.tsv,-0.1456046948356803
Brusko_10286_TCRB.tsv,-0.17122836069210334
Brusko_10328_TCRB.tsv,-0.19801645044110106
Brusko_10336_TCRB.tsv,-0.1742729475484605
Brusko_10338_TCRB.tsv,-0.1793073765654716
Brusko_10342_TCRB.tsv,-0.15708635086752967
Brusko_10343_TCRB.tsv,-0.17317497015281744
Brusko_10346_TCRB.tsv,-0.17076502439604996
Brusko_10348_TCRB.tsv,-0.183374144076929
Brusko_10362_TCRB.tsv,-0.1737208464802521
Brusko_10366_TCRB.tsv,-0.1762805982690533
Brusko_10371_TCRB.tsv,-0.1658091846982566
Brusko_10375_TCRB.tsv,-0.1617612300373764
Brusko_10382_TCRB.tsv,-0.15309672059192275
Brusko_10392_TCRB.tsv,-0.13544899828277107
Brusko_10395_TCRB.tsv,-0.1588372339069473
Brusko_10397_TCRB.tsv,-0.15344008289972572
Brusko_10399_TCRB.tsv,-0.17818615289972514
Brusko_10404_TCRB.tsv,-0.16098723035340828
Brusko_10467_TCRB.tsv,-0.1496256307451592
Brusko_10469_TCRB.tsv,-0.18155222046601607
Brusko_10470_TCRB.tsv,-0.1646037858924336
Brusko_10474_TCRB.tsv,-0.16792981216612013
Brusko_10479_TCRB.tsv,-0.1677656597128148
Brusko_10480_TCRB.tsv,-0.17942032510535902
Brusko_10482_TCRB.tsv,-0.1790846056895926
Brusko_10487_TCRB.tsv,-0.13521951369274254
Brusko_10489_TCRB.tsv,-0.1796367453610937
Brusko_10492_TCRB.tsv,-0.18140375595569597
Brusko_10497_TCRB.tsv,-0.18676543799337922
Brusko_10501_TCRB.tsv,-0.17676737564322456
